 zone T = "Differential Variable - IMPLICIT",
 0.13262-314  0.23475E+00
 0.00000E+00  0.75099E-01
 0.00000E+00  0.32309E+00
 0.00000E+00  0.12082E+00
 0.00000E+00  0.40832E+00
 0.00000E+00  0.16539E+00
 0.00000E+00  0.48962E+00
 0.00000E+00  0.20835E+00
 0.00000E+00  0.56621E+00
 0.00000E+00  0.24932E+00
 0.00000E+00  0.63734E+00
 0.98813-323  0.28788E+00
-0.69169-322  0.70233E+00
 0.00000E+00  0.32367E+00
 0.00000E+00  0.76056E+00
 0.00000E+00  0.35634E+00
 zone T = "Algebraic Variable - IMPLICIT",
 0.69169-322  0.81147E+00
 0.69169-322  0.38558E+00
 0.00000E+00  0.85456E+00
 0.00000E+00  0.41110E+00
 0.69436-309  0.88942E+00
 0.16578-314  0.43267E+00
 0.69436-309  0.91572E+00
 0.16578-314  0.45007E+00
 0.69436-309  0.93319E+00
 0.82890-316  0.46314E+00
 0.00000E+00  0.94168E+00
 0.00000E+00  0.47174E+00
 0.00000E+00  0.94110E+00
 0.00000E+00  0.47581E+00
 0.00000E+00  0.93146E+00
 0.00000E+00  0.47529E+00
 0.00000E+00  0.91284E+00
 0.00000E+00  0.47019E+00
 0.00000E+00  0.88544E+00
 0.00000E+00  0.46056E+00
-0.20000E+01          NaN
 0.00000E+00  0.44650E+00
 0.00000E+00  0.80539E+00
 0.00000E+00  0.42814E+00
 0.00000E+00  0.75353E+00
 0.00000E+00  0.40566E+00
 0.00000E+00  0.69440E+00
 0.00000E+00  0.37927E+00
 0.00000E+00  0.62859E+00
 0.00000E+00  0.34923E+00
 0.00000E+00  0.55672E+00
 0.00000E+00  0.31582E+00
 0.00000E+00  0.47949E+00
 0.00000E+00  0.27937E+00
 0.00000E+00  0.39764E+00
 0.00000E+00  0.24023E+00
 0.98813-323  0.31197E+00
-0.69169-322  0.19878E+00
 0.00000E+00  0.22328E+00
 0.00000E+00  0.15541E+00
 0.00000E+00  0.13245E+00
 0.00000E+00  0.11055E+00
 0.00000E+00  0.40347E-01
-0.38130+101  0.64624E-01
 0.98813-323 -0.52148E-01
-0.38130+101  0.18074E-01
 0.69436-309 -0.14414E+00
 0.69436-309 -0.28650E-01
 0.69436-309 -0.23475E+00
 0.82890-316 -0.75099E-01
 0.00000E+00 -0.32309E+00
 0.00000E+00 -0.12082E+00
 0.00000E+00 -0.40832E+00
 0.00000E+00 -0.16539E+00
 0.00000E+00 -0.48962E+00
 0.00000E+00 -0.20835E+00
 0.00000E+00 -0.56621E+00
 0.00000E+00 -0.24932E+00
 0.00000E+00 -0.63734E+00
 0.00000E+00 -0.28788E+00
 0.00000E+00 -0.70233E+00
 0.00000E+00 -0.32367E+00
 0.00000E+00 -0.76056E+00
 0.00000E+00 -0.35634E+00
 0.00000E+00 -0.81147E+00
 0.13262-314 -0.38558E+00
 0.00000E+00 -0.85456E+00
 0.00000E+00 -0.41110E+00
 0.00000E+00 -0.88942E+00
 0.00000E+00 -0.43267E+00
 0.00000E+00 -0.91572E+00
 0.00000E+00 -0.45007E+00
 0.00000E+00 -0.93319E+00
 0.00000E+00 -0.46314E+00
 0.00000E+00 -0.94168E+00
 0.00000E+00 -0.47174E+00
 0.98813-323 -0.94110E+00
-0.69169-322 -0.47581E+00
 0.00000E+00 -0.93146E+00
 0.00000E+00 -0.47529E+00
 0.00000E+00 -0.91284E+00
